start voltage : 0.00 V 
set voltage : 0.10 V 
High G : 30.00 G0 
Intermediate G : 20.00 G0 
Low G : 10.00 G0 
Breaking speed 1 : 300.00 V/s 
Breaking speed 2 : 300.00 V/s 
Making speed : 500.00 V/s 
Post breaking : 230.00 V/s 
@ 
0.00000000	3.94780560e+01	
0.00158333	4.02300435e+01	
0.00316667	4.01205502e+01	
0.00475000	4.04295660e+01	
0.00633333	4.02929681e+01	
0.00791667	4.01065920e+01	
0.00950000	4.01090950e+01	
0.01108333	4.00824978e+01	
0.01266667	4.01686485e+01	
0.01425000	4.01105006e+01	
0.01583333	4.01215574e+01	
0.01741667	3.99291831e+01	
0.01900000	3.99554383e+01	
0.02058333	4.00582945e+01	
0.02216667	3.98621544e+01	
0.02375000	3.99490756e+01	
0.02533333	3.97525484e+01	
0.02691667	3.98392365e+01	
0.02850000	3.98705654e+01	
0.03008333	3.97220839e+01	
0.03166667	3.98571071e+01	
0.03325000	3.98427618e+01	
0.03483333	3.96879889e+01	
0.03641667	3.99070920e+01	
0.03800000	3.97995305e+01	
0.03958333	3.99138982e+01	
0.04116667	3.98017253e+01	
0.04275000	3.97647928e+01	
0.04433333	3.99214336e+01	
0.04591667	3.95657551e+01	
0.04750000	3.97389097e+01	
0.04908333	3.97243915e+01	
0.05066667	3.96153605e+01	
0.05225000	3.97337496e+01	
0.05383333	3.95289504e+01	
0.05541667	3.97693328e+01	
0.05700000	3.95935851e+01	
0.05858333	3.96553522e+01	
0.06016667	3.96505077e+01	
0.06175000	3.94749968e+01	
0.06333333	3.96852980e+01	
0.06491667	3.95639925e+01	
0.06650000	3.96277966e+01	
0.06808333	3.94672961e+01	
0.06966667	3.91589868e+01	
0.07125000	3.94618541e+01	
0.07283333	3.92671685e+01	
0.07441667	3.94180778e+01	
0.07600000	3.94386017e+01	
0.07758333	3.92612003e+01	
0.07916667	3.94255944e+01	
0.08075000	3.91350504e+01	
0.08233333	3.93117866e+01	
0.08391667	3.91638425e+01	
0.08550000	3.92566153e+01	
0.08708333	3.94446037e+01	
0.08866667	3.91272708e+01	
0.09025000	3.91658156e+01	
0.09183333	3.91221445e+01	
0.09341667	3.90975768e+01	
0.09500000	3.92630193e+01	
0.09658333	3.89903798e+01	
0.09816667	3.90156879e+01	
0.09975000	3.93428900e+01	
0.10133333	3.90570251e+01	
0.10291667	3.91266244e+01	
0.10450000	3.87877304e+01	
0.10608333	3.88661992e+01	
0.10766667	3.88652746e+01	
0.10925000	3.88638465e+01	
0.11083333	3.90999783e+01	
0.11241667	3.87839646e+01	
0.11400000	3.90499595e+01	
0.11558333	3.90047251e+01	
0.11716667	3.89659961e+01	
0.11875000	3.90851557e+01	
0.12033333	3.86028425e+01	
0.12191667	3.90227497e+01	
0.12350000	3.89154663e+01	
0.12508333	3.89795973e+01	
0.12666667	3.89225957e+01	
0.12825000	3.89320139e+01	
0.12983333	3.90510344e+01	
0.13141667	3.89480993e+01	
0.13300000	3.87875274e+01	
0.13458333	3.87392713e+01	
0.13616667	3.84340889e+01	
0.13775000	3.86271435e+01	
0.13933333	3.83986485e+01	
0.14091667	3.84791956e+01	
0.14250000	3.85521736e+01	
